COUNTY,NAME,TYPE,EASTING,NORTHING,PRIMARY STOCKING OBJECTIVE,SECONDARY STOCKING OBJECTIVE,NUMBER RELEASED,STOCKING DATE,GROWTH STAGE,MARK,HATCHERY,FISH LENGTH (cm),FISH WEIGHT (g),STOCK,STOCK - STRAIN
Inverness,LAKE O'LAW,Brook,657032,5128011,Fall Stocking Program,,39,09/30/2004,2-3 years from date of hatch,No mark or tag,Margaree,32.7,384.6,Brook Trout,Brook trout. Progeny of wild brook trout from Margaree River
Inverness,LITTLE CAMERONS,River,642515,5118429,Fall Stocking Program,,1125,10/24/2003,20-26 weeks after absorption of yolk sac,No mark or tag,Margaree,9,10.1,Brook Trout,Brook Trout - Antigonish Hatchery domestic eggs raised at Margaree Hatchery and crossed with wild trout from Ingram Brook
Inverness,LITTLE CAMERONS,River,642515,5118429,Fall Stocking Program,,4170,10/14/2004,20-26 weeks after absorption of yolk sac,No mark or tag,Margaree,8.4,6.6,Brook Trout,Brook trout. Progeny of wild brook trout from Margaree River
Inverness,LITTLE CAMERONS,River,642515,5118429,Fall Stocking Program,,3550,10/23/1998,26-52 weeks after absorption of yolk sac,No mark or tag,Margaree,8,6,Brook Trout,Brook trout. Progeny of wild brook trout from Margaree River
Inverness,LOCH BAN,Brook,634976,5116304,Fall Stocking Program,,2892,10/08/2003,20-26 weeks after absorption of yolk sac,No mark or tag,Margaree,7.7,6.3,Brook Trout,Brook Trout - Antigonish Hatchery domestic eggs raised at Margaree Hatchery and crossed with wild trout from Ingram Brook
Inverness,LOCH BAN,Brook,634976,5116304,Spring Stocking Program,,2526,06/16/1983,2-8 weeks after absorption of yolk sac,No mark or tag,Margaree,4.6,0,Brook Trout,Brook Trout - F1 progeny of wild Ingram female x Antigonish domestic male (020)
Inverness,LOCH BAN,Brook,634976,5116304,Fall Stocking Program,,1420,10/23/1998,26-52 weeks after absorption of yolk sac,No mark or tag,Margaree,8,6,Brook Trout,Brook trout. Progeny of wild brook trout from Margaree River
Inverness,LOCH BAN,Brook,634976,5116304,Fall Stocking Program,,617,10/06/1999,20-26 weeks after absorption of yolk sac,No mark or tag,Margaree,8.5,8.1,Brook Trout,Brook trout. Progeny of wild brook trout from Margaree River
Inverness,LOCH BAN,Brook,634976,5116304,Fall Stocking Program,,640,11/06/2000,20-26 weeks after absorption of yolk sac,No mark or tag,Margaree,8.7,7.8,Brook Trout,Brook trout. Progeny of wild brook trout from Margaree River
Inverness,LOCH BAN,Brook,634976,5116304,Fall Stocking Program,,1600,10/21/2002,20-26 weeks after absorption of yolk sac,No mark or tag,Margaree,6.2,5.7,Brook Trout,Brook trout. Progeny of wild brook trout from Margaree River
Inverness,LOCH BAN,Brook,634976,5116304,Fall Stocking Program,,2511,10/14/2004,20-26 weeks after absorption of yolk sac,No mark or tag,Margaree,8.7,7.2,Brook Trout,Brook trout. Progeny of wild brook trout from Margaree River
Inverness,MABOU,River,624524,5105621,Spring Stocking Program,,11195,06/16/2008,8-14 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,3.8,0.67,Brook Trout,"Brook Trout  - hybrids produced by crossing domestic females with wild males from Flat Lake, Nova Scotia"
Inverness,MABOU,River,624524,5105621,Spring Stocking Program,,8500,06/11/2013,8-14 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,1,1,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MABOU,River,624524,5105621,Spring Stocking Program,,16000,06/09/2004,8-14 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,4.7,1.18,Brook Trout,Brook Trout - Wild sea-run at Frasers Mills Hatchery
Inverness,MABOU,River,624524,5105621,Spring Stocking Program,,8448,06/16/2005,8-14 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,4.4,0.94,Brook Trout,Brook Trout - Wild sea-run at Frasers Mills Hatchery
Inverness,MABOU,River,628020,5102665,Spring Stocking Program,,13000,06/14/2000,8-14 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,4.5,1,Brook Trout,"Book trout. Wild sea-run brook trout from Middle River, Victoria County"
Inverness,MABOU,River,628020,5102665,Spring Stocking Program,,7700,05/24/1986,2-8 weeks after absorption of yolk sac,No mark or tag,St. Peters,1.5,0,Brook Trout,"Brook Trout  - hybrids produced by crossing domestic females with wild males from Flat Lake, Nova Scotia"
Inverness,MABOU,River,628020,5102665,Spring Stocking Program,,10010,05/24/1986,2-8 weeks after absorption of yolk sac,No mark or tag,St. Peters,1.5,0,Brook Trout,"Brook Trout  - hybrids produced by crossing domestic females with wild males from Flat Lake, Nova Scotia"
Inverness,MABOU,River,628020,5102665,Spring Stocking Program,,1650,06/23/1999,8-14 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,5.4,1.8,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MABOU,River,628020,5102665,Spring Stocking Program,,21250,06/22/2010,8-14 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,4.7,1.18,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MABOU,River,628020,5102665,Spring Stocking Program,,20,05/17/1990,14-20 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,35,1000,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MABOU,River,628020,5102665,Spring Stocking Program,,50,05/17/1991,14-20 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,25,500,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MABOU,River,628020,5102665,Spring Stocking Program,,30,05/22/1992,2-3 years from date of hatch,No mark or tag,Frasers Mills,45,1500,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MABOU,River,628020,5102665,Spring Stocking Program,,40,06/04/1993,14-20 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,40,1000,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MABOU,River,628020,5102665,Spring Stocking Program,,25,05/18/1995,2-3 years from date of hatch,No mark or tag,Frasers Mills,40,1000,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MABOU,River,628020,5102665,Spring Stocking Program,,50,05/14/1998,2-3 years from date of hatch,No mark or tag,Frasers Mills,40,1000,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MABOU,River,628020,5102665,Spring Stocking Program,,40,05/19/1999,2-3 years from date of hatch,No mark or tag,Frasers Mills,40,1000,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MABOU,River,628020,5102665,Spring Stocking Program,,40,05/27/2003,2-3 years from date of hatch,No mark or tag,Frasers Mills,40,1000,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MABOU,River,628020,5102665,Spring Stocking Program,,50,06/09/2004,14-20 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,40,1000,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MABOU,River,628020,5102665,Spring Stocking Program,,666,05/19/2000,1-2 years from date of hatch,No mark or tag,Frasers Mills,20,91,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MABOU,River,628020,5102665,Spring Stocking Program,,80,05/19/2000,2-3 years from date of hatch,No mark or tag,Frasers Mills,40,1000,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MABOU,River,628020,5102665,Spring Stocking Program,,1050,05/17/1990,1-2 years from date of hatch,No mark or tag,Frasers Mills,19,91,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MABOU,River,628020,5102665,Spring Stocking Program,,500,05/17/1991,1-2 years from date of hatch,No mark or tag,Frasers Mills,18,91,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MABOU,River,628020,5102665,Spring Stocking Program,,500,05/22/1992,1-2 years from date of hatch,No mark or tag,Frasers Mills,18.4,69,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MABOU,River,628020,5102665,Spring Stocking Program,,511,06/04/1993,1-2 years from date of hatch,No mark or tag,Frasers Mills,18.5,68,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MABOU,River,628020,5102665,Spring Stocking Program,,848,05/18/1995,1-2 years from date of hatch,No mark or tag,Frasers Mills,20.5,94,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MABOU,River,628020,5102665,Spring Stocking Program,,500,05/17/1996,1-2 years from date of hatch,No mark or tag,Frasers Mills,20,100,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MABOU,River,628020,5102665,Spring Stocking Program,,600,05/19/1999,1-2 years from date of hatch,No mark or tag,Frasers Mills,20.7,100,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MABOU,River,628020,5102665,Spring Stocking Program,,800,06/25/2001,1-2 years from date of hatch,No mark or tag,Frasers Mills,23,118,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MABOU,River,628020,5102665,Spring Stocking Program,,900,05/27/2003,1-2 years from date of hatch,No mark or tag,Frasers Mills,23,133,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MABOU,River,628020,5102665,Spring Stocking Program,,576,06/09/2004,1-2 years from date of hatch,No mark or tag,Frasers Mills,23,139,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MABOU,River,628020,5102665,Spring Stocking Program,,50,06/09/2004,14-20 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,40,1000,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MABOU,River,628020,5102665,Spring Stocking Program,,576,06/09/2004,1-2 years from date of hatch,No mark or tag,Frasers Mills,23,139,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MABOU,River,628020,5102665,Spring Stocking Program,,8500,06/11/2013,8-14 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,1,1,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MABOU,River,628020,5102665,Spring Stocking Program,,1000,06/11/2013,1-2 years from date of hatch,No mark or tag,Frasers Mills,17,125,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MABOU,River,628020,5102665,Fall Stocking Program,,5500,10/11/2013,20-26 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,7,37,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MABOU,River,628020,5102665,Fall Stocking Program,,1440,11/14/2006,20-26 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,15.5,41.6,Brook Trout,Brook Trout - F1 progeny of wild Ingram female x Antigonish domestic male (020)
Inverness,MABOU,River,628020,5102665,Spring Stocking Program,,16000,06/09/2004,2-8 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,3,0.3,Brook Trout,Brook Trout - Musquodoboit River sea trout
Inverness,MABOU,River,628020,5102665,Spring Stocking Program,,16000,06/09/2004,2-8 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,3,0.3,Brook Trout,Brook Trout - Musquodoboit River sea trout
Inverness,MABOU,River,628020,5102665,Fall Stocking Program,,300,11/28/2004,2-3 years from date of hatch,No mark or tag,Frasers Mills,40,1000,Brook Trout,Brook trout - sea run strain at Frasers Mills Hatchery
Inverness,MABOU,River,628020,5102665,Spring Stocking Program,,6440,06/18/1998,2-8 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,5.2,1,Brook Trout,"Brook Trout - South River, Antigonish, sea-run"
Inverness,MABOU,River,628020,5102665,Spring Stocking Program,,6440,06/18/1998,2-8 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,5.2,1,Brook Trout,"Brook Trout - South River, Antigonish, sea-run"
Inverness,MABOU,River,628020,5102665,Spring Stocking Program,,6440,06/18/1998,2-8 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,5.2,1,Brook Trout,"Brook Trout - South River, Antigonish, sea-run"
Inverness,MABOU,River,628020,5102665,Spring Stocking Program,,16500,06/25/2001,8-14 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,4.3,1,Brook Trout,"Brook Trout - South River, Antigonish, sea-run"
Inverness,MABOU,River,628020,5102665,Spring Stocking Program,,690,05/14/1998,1-2 years from date of hatch,No mark or tag,Frasers Mills,20,87,Brook Trout,"Brook Trout - South River, Antigonish, sea-run"
Inverness,MABOU,River,628020,5102665,Spring Stocking Program,,8448,06/16/2005,8-14 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,4.4,0.94,Brook Trout,Brook Trout - Wild sea-run at Frasers Mills Hatchery
Inverness,MABOU,River,628020,5102665,Spring Stocking Program,,60,05/04/2010,> 3 years from date of hatch,No mark or tag,Frasers Mills,40,1000,Brook Trout,Brook Trout - Wild sea-run at Frasers Mills Hatchery
Inverness,MABOU,River,628020,5102665,Spring Stocking Program,,968,05/04/2010,2-3 years from date of hatch,No mark or tag,Frasers Mills,24,237,Brook Trout,Brook Trout - Wild sea-run at Frasers Mills Hatchery
Inverness,MABOU,River,628020,5102665,Spring Stocking Program,,16000,06/09/2004,8-14 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,4.7,1.18,Brook Trout,Brook Trout - Wild sea-run at Frasers Mills Hatchery
Inverness,MABOU,River,628020,5102665,Spring Stocking Program,,10000,06/27/2006,8-14 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,5.6,2,Brook Trout,Brook Trout - Wild sea-run at Frasers Mills Hatchery
Inverness,MABOU,River,628020,5102665,Spring Stocking Program,,3203,08/15/1979,8-14 weeks after absorption of yolk sac,No mark or tag,Margaree,10,5,Brook Trout,"Brook Trout - wild, general run, PEI"
Inverness,MABOU,River,628020,5102665,Spring Stocking Program,,17640,06/17/2003,2-8 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,3.8,0.6,Brook Trout,Brook Trout Hybrids - wild Timber Lake x Antigonish domestic
Inverness,MABOU,River,628020,5102665,Spring Stocking Program,,17640,06/17/2003,2-8 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,3.8,0.6,Brook Trout,Brook Trout Hybrids - wild Timber Lake x Antigonish domestic
Inverness,MABOU,River,628020,5102665,Spring Stocking Program,,11195,06/16/2008,8-14 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,3.8,0.67,Brook Trout,Brook Trout Hybrids - wild Timber Lake x Antigonish domestic
Inverness,MABOU,River,628020,5102665,Fall Stocking Program,,1130,11/28/2004,20-26 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,16.5,53,Brook Trout,Brook Trout Hybrids - wild Timber Lake x Antigonish domestic
Inverness,MACDONALD,Brook,642510,5096360,Spring Stocking Program,,4973,06/17/1985,2-8 weeks after absorption of yolk sac,No mark or tag,Margaree,4.4,0,Brook Trout,Brook Trout - F1 progeny of wild Ingram female x Antigonish domestic male (020)
Inverness,MACDONALD,Brook,642510,5096360,Spring Stocking Program,,7500,07/08/1991,20-26 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,6.5,3,Brook Trout,Brook Trout Hybrids - wild Timber Lake x Antigonish domestic
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,,600,05/14/2015,1-2 years from date of hatch,No mark or tag,Frasers Mills,18.3,66.6,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,Learn to Fish Program,50,06/13/2012,> 3 years from date of hatch,No mark or tag,Frasers Mills,40,1000,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,Learn to Fish Program,400,06/13/2012,26-52 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,26,200,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,,75,06/24/2005,> 3 years from date of hatch,No mark or tag,Frasers Mills,40,1000,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,,1580,06/24/2005,26-52 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,22.6,126,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,,60,05/18/2006,2-3 years from date of hatch,No mark or tag,Frasers Mills,40,1000,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,,584,05/18/2006,26-52 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,23,137,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,,80,06/22/2007,2-3 years from date of hatch,No mark or tag,Frasers Mills,40,1000,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,,1080,06/22/2007,26-52 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,25,185,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,,40,05/29/2008,2-3 years from date of hatch,No mark or tag,Frasers Mills,40,1000,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,,244,05/29/2008,26-52 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,25,164,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,,75,06/20/2008,2-3 years from date of hatch,No mark or tag,Frasers Mills,40,1000,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,,1190,06/20/2008,26-52 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,25,185,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,,100,05/24/1991,14-20 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,25,500,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,,1400,05/24/1991,1-2 years from date of hatch,No mark or tag,Frasers Mills,18,91,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,,100,06/28/1991,14-20 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,25,500,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,,1000,06/28/1991,1-2 years from date of hatch,No mark or tag,Frasers Mills,18,91,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,,125,06/25/1993,14-20 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,40,1000,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,,1752,06/25/1993,1-2 years from date of hatch,No mark or tag,Frasers Mills,18.5,68,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Fall Stocking Program,,1000,10/14/1993,26-52 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,15.4,40,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,,100,05/27/1994,2-3 years from date of hatch,No mark or tag,Frasers Mills,40,1000,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,,2580,05/27/1994,1-2 years from date of hatch,No mark or tag,Frasers Mills,18.8,74,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,,50,06/24/1994,2-3 years from date of hatch,No mark or tag,Frasers Mills,40,1000,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,,2340,06/24/1994,1-2 years from date of hatch,No mark or tag,Frasers Mills,19.1,77,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,,100,05/26/1995,2-3 years from date of hatch,No mark or tag,Frasers Mills,40,1000,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,,2000,05/26/1995,1-2 years from date of hatch,No mark or tag,Frasers Mills,21,100,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,,100,06/23/1995,2-3 years from date of hatch,No mark or tag,Frasers Mills,40,1000,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,,1980,06/23/1995,1-2 years from date of hatch,No mark or tag,Frasers Mills,20.2,91,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,,100,05/24/1996,2-3 years from date of hatch,No mark or tag,Frasers Mills,40,1000,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,,1620,05/24/1996,1-2 years from date of hatch,No mark or tag,Frasers Mills,21,111,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Fall Stocking Program,,2400,10/14/1996,20-26 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,15.5,42,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,,75,05/23/1997,2-3 years from date of hatch,No mark or tag,Frasers Mills,40,1000,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,,2496,05/23/1997,1-2 years from date of hatch,No mark or tag,Frasers Mills,20,96,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,,205,06/27/1997,2-3 years from date of hatch,No mark or tag,Frasers Mills,40,1000,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,,1400,06/27/1997,1-2 years from date of hatch,No mark or tag,Frasers Mills,24,143,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,,75,05/22/1998,2-3 years from date of hatch,No mark or tag,Frasers Mills,40,1000,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,,2430,05/22/1998,1-2 years from date of hatch,No mark or tag,Frasers Mills,19,74,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,,150,06/26/1998,2-3 years from date of hatch,No mark or tag,Frasers Mills,40,1000,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,,1920,06/26/1998,1-2 years from date of hatch,No mark or tag,Frasers Mills,20,84,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,,125,05/28/1999,2-3 years from date of hatch,No mark or tag,Frasers Mills,40,1000,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,,1584,05/28/1999,1-2 years from date of hatch,No mark or tag,Frasers Mills,21.7,113.6,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,Fishing Derby,180,05/26/2000,2-3 years from date of hatch,No mark or tag,Frasers Mills,40,1000,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,Fishing Derby,1710,05/26/2000,1-2 years from date of hatch,No mark or tag,Frasers Mills,21,105,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,Fishing Derby,100,06/23/2000,2-3 years from date of hatch,No mark or tag,Frasers Mills,40,1000,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,,1248,06/23/2000,1-2 years from date of hatch,No mark or tag,Frasers Mills,20.4,96,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,Fishing Derby,150,05/25/2001,2-3 years from date of hatch,No mark or tag,Frasers Mills,40,1000,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,Fishing Derby,2214,05/25/2001,1-2 years from date of hatch,No mark or tag,Frasers Mills,20,81,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,Fishing Derby,100,06/15/2001,2-3 years from date of hatch,No mark or tag,Frasers Mills,40,1000,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,Fishing Derby,1600,06/15/2001,1-2 years from date of hatch,No mark or tag,Frasers Mills,21,100,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,,1200,06/06/2002,1-2 years from date of hatch,No mark or tag,Frasers Mills,25,200,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,,75,06/21/2002,2-3 years from date of hatch,No mark or tag,Frasers Mills,40,1000,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,,1284,06/21/2002,1-2 years from date of hatch,No mark or tag,Frasers Mills,23,192,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,,150,06/20/2003,2-3 years from date of hatch,No mark or tag,Frasers Mills,40,1000,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,,1568,06/20/2003,1-2 years from date of hatch,No mark or tag,Frasers Mills,21,102,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,,80,06/18/2004,14-20 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,40,1000,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,,1300,06/18/2004,1-2 years from date of hatch,No mark or tag,Frasers Mills,24,154,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,,2600,06/21/1996,1-2 years from date of hatch,No mark or tag,Frasers Mills,19,77,Brook Trout,Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,Fishing Derby,125,06/22/2012,> 3 years from date of hatch,No mark or tag,Frasers Mills,40,1000,Brook Trout,Brook Trout Hybrids - wild Timber Lake x Antigonish domestic
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,Fishing Derby,1400,06/22/2012,26-52 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,23,143,Brook Trout,Brook Trout Hybrids - wild Timber Lake x Antigonish domestic
Inverness,MACINTYRE,Lake,634000,5057020,Spring Stocking Program,,1200,06/08/2006,26-52 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,24,133,Brook Trout,Brook Trout Hybrids - wild Timber Lake x Antigonish domestic
